Filas,Áreas Transaccionales Filas No.,Áreas Transaccionales Filas Descripción,Codigo Transacción Filas,Transacción filas,Código Productos (CUP),Productos (CUP),Código CPC Grupos,CPC Grupos,Código Productos Compactos,Productos Compactos,Código Bioeconomía Productos,Bioeconomía Productos,Código CUPc,CUPc,Código BCT,BCT
ui_f152,ATF02,Consumo intermedio,P2,Consumo intermedio,152,Servicios de telefonía móvil,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f153,ATF02,Consumo intermedio,P2,Consumo intermedio,153,Servicios de telefonía fija y de larga distancia,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f154,ATF02,Consumo intermedio,P2,Consumo intermedio,154,Otros servicios de telefonía,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f155,ATF02,Consumo intermedio,P2,Consumo intermedio,155,Servicios informáticos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f156,ATF02,Consumo intermedio,P2,Consumo intermedio,156,"Servicios de edición, producción y difusión",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f157,ATF02,Consumo intermedio,P2,Consumo intermedio,157,Servicios de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f158,ATF02,Consumo intermedio,P2,Consumo intermedio,158,Servicios de intermediación financiera medidos indirectamente (SIFMI),7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f159,ATF02,Consumo intermedio,P2,Consumo intermedio,159,Servicios de seguros de vida,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f160,ATF02,Consumo intermedio,P2,Consumo intermedio,160,Servicios de seguros generales,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f161,ATF02,Consumo intermedio,P2,Consumo intermedio,161,Servicios auxiliares de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f162,ATF02,Consumo intermedio,P2,Consumo intermedio,162,Servicios inmobiliarios,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f163,ATF02,Consumo intermedio,P2,Consumo intermedio,163,Servicios de vivienda,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f164,ATF02,Consumo intermedio,P2,Consumo intermedio,164,Servicios jurídicos y contables,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f165,ATF02,Consumo intermedio,P2,Consumo intermedio,165,Servicios de arquitectura e ingeniería,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f166,ATF02,Consumo intermedio,P2,Consumo intermedio,166,Servicios de publicidad e investigación de mercados,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f167,ATF02,Consumo intermedio,P2,Consumo intermedio,167,Investigación y desarrollo,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,2,Bioeconomía extendida,1,Culturales,2,Resto productos
ui_f168,ATF02,Consumo intermedio,P2,Consumo intermedio,168,"Otros servicios profesionales, técnico y de negocios",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f169,ATF02,Consumo intermedio,P2,Consumo intermedio,169,Servicios de alquiler sin operarios,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ui_f170,ATF02,Consumo intermedio,P2,Consumo intermedio,170,"Servicios de suministro de personal, limpieza, seguridad y otros de apoyo",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f171,ATF02,Consumo intermedio,P2,Consumo intermedio,171,Servicios de administración pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f172,ATF02,Consumo intermedio,P2,Consumo intermedio,172,Servicios de educación pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f173,ATF02,Consumo intermedio,P2,Consumo intermedio,173,Servicios de educación privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f174,ATF02,Consumo intermedio,P2,Consumo intermedio,174,Servicios de salud pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f175,ATF02,Consumo intermedio,P2,Consumo intermedio,175,Servicios de salud privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f176,ATF02,Consumo intermedio,P2,Consumo intermedio,176,Servicios sociales y de asociaciones,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ui_f177,ATF02,Consumo intermedio,P2,Consumo intermedio,177,Servicios de esparcimiento,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ui_f178,ATF02,Consumo intermedio,P2,Consumo intermedio,178,Reparación de artículos domésticos,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f179,ATF02,Consumo intermedio,P2,Consumo intermedio,179,Servicio doméstico,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ui_f180,ATF02,Consumo intermedio,P2,Consumo intermedio,180,Otros servicios personales,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ui_f181,ATF02,Consumo intermedio,P2,Consumo intermedio,181,Otros bienes y servicios,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f001,ATF02,Consumo intermedio,P2,Consumo intermedio,1,Trigo,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f002,ATF02,Consumo intermedio,P2,Consumo intermedio,2,Maíz,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f003,ATF02,Consumo intermedio,P2,Consumo intermedio,3,Otros cereales,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f004,ATF02,Consumo intermedio,P2,Consumo intermedio,4,Tubérculos y legumbres,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f005,ATF02,Consumo intermedio,P2,Consumo intermedio,5,Forrajeras y otros cultivos de uso industrial,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f006,ATF02,Consumo intermedio,P2,Consumo intermedio,6,Hortalizas y setas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f007,ATF02,Consumo intermedio,P2,Consumo intermedio,7,Uva vinífera y pisquera,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f008,ATF02,Consumo intermedio,P2,Consumo intermedio,8,Uva de mesa,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f009,ATF02,Consumo intermedio,P2,Consumo intermedio,9,Manzanas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f010,ATF02,Consumo intermedio,P2,Consumo intermedio,10,Duraznos y otros carozos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f011,ATF02,Consumo intermedio,P2,Consumo intermedio,11,Paltas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f012,ATF02,Consumo intermedio,P2,Consumo intermedio,12,Kiwis y otras frutas tropicales,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f013,ATF02,Consumo intermedio,P2,Consumo intermedio,13,Arándanos y otras bayas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f014,ATF02,Consumo intermedio,P2,Consumo intermedio,14,Otras Frutas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f015,ATF02,Consumo intermedio,P2,Consumo intermedio,15,Ganado bovino,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f016,ATF02,Consumo intermedio,P2,Consumo intermedio,16,Cerdos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f017,ATF02,Consumo intermedio,P2,Consumo intermedio,17,Aves de corral,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f018,ATF02,Consumo intermedio,P2,Consumo intermedio,18,Leche sin procesar,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f019,ATF02,Consumo intermedio,P2,Consumo intermedio,19,Huevos,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f020,ATF02,Consumo intermedio,P2,Consumo intermedio,20,Otros animales y productos pecuarios,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f021,ATF02,Consumo intermedio,P2,Consumo intermedio,21,"Servicios de apoyo a la agricultura, ganadería y silvicultura",0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f022,ATF02,Consumo intermedio,P2,Consumo intermedio,22,Coníferas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f023,ATF02,Consumo intermedio,P2,Consumo intermedio,23,Eucaliptus,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f024,ATF02,Consumo intermedio,P2,Consumo intermedio,24,Leña y otros productos silvícolas,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f025,ATF02,Consumo intermedio,P2,Consumo intermedio,25,Salmones y truchas de cultivo,0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f026,ATF02,Consumo intermedio,P2,Consumo intermedio,26,"Otros pescados, mariscos y algas",0,"Productos de la agricultura, la silvicultura y la pesca",1,Agropecuarios,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f027,ATF02,Consumo intermedio,P2,Consumo intermedio,27,Carbón,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f028,ATF02,Consumo intermedio,P2,Consumo intermedio,28,Petróleo crudo,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f029,ATF02,Consumo intermedio,P2,Consumo intermedio,29,Gas natural,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f030,ATF02,Consumo intermedio,P2,Consumo intermedio,30,Cobre,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f031,ATF02,Consumo intermedio,P2,Consumo intermedio,31,Minerales de molibdeno y sus concentrados,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f032,ATF02,Consumo intermedio,P2,Consumo intermedio,32,Hierro,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f033,ATF02,Consumo intermedio,P2,Consumo intermedio,33,Oro,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f034,ATF02,Consumo intermedio,P2,Consumo intermedio,34,Plata y otros metalíferos no ferrosos,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f035,ATF02,Consumo intermedio,P2,Consumo intermedio,35,Minerales no metálicos,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f036,ATF02,Consumo intermedio,P2,Consumo intermedio,36,Servicios de exploración minera,1,"Minerales; electricidad, gas y agua",2,Minería,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f037,ATF02,Consumo intermedio,P2,Consumo intermedio,37,Carne de bovino,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f038,ATF02,Consumo intermedio,P2,Consumo intermedio,38,Carne de porcino,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f039,ATF02,Consumo intermedio,P2,Consumo intermedio,39,Carne de ave,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f040,ATF02,Consumo intermedio,P2,Consumo intermedio,40,Cecinas y otras carnes,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f041,ATF02,Consumo intermedio,P2,Consumo intermedio,41,Harina de pescado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f042,ATF02,Consumo intermedio,P2,Consumo intermedio,42,Aceite de pescado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f043,ATF02,Consumo intermedio,P2,Consumo intermedio,43,Salmon y trucha refrigerados o congelados  ,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f044,ATF02,Consumo intermedio,P2,Consumo intermedio,44,Otros pescados refrigerados o congelados  ,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f045,ATF02,Consumo intermedio,P2,Consumo intermedio,45,Conservas de pescados y mariscos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f046,ATF02,Consumo intermedio,P2,Consumo intermedio,46,Conservas de frutas y vegetales,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f047,ATF02,Consumo intermedio,P2,Consumo intermedio,47,Otros aceites y grasas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f048,ATF02,Consumo intermedio,P2,Consumo intermedio,48,Leche elaborada,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f049,ATF02,Consumo intermedio,P2,Consumo intermedio,49,Otros productos lácteos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f050,ATF02,Consumo intermedio,P2,Consumo intermedio,50,Harina y subproductos de trigo,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f051,ATF02,Consumo intermedio,P2,Consumo intermedio,51,Arroz y otros productos de molinería,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f052,ATF02,Consumo intermedio,P2,Consumo intermedio,52,Alimento para peces,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f053,ATF02,Consumo intermedio,P2,Consumo intermedio,53,Alimento para aves,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f054,ATF02,Consumo intermedio,P2,Consumo intermedio,54,Otros alimentos para animales,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f055,ATF02,Consumo intermedio,P2,Consumo intermedio,55,Pan y otros productos de panadería,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f056,ATF02,Consumo intermedio,P2,Consumo intermedio,56,Fideos y pastas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f057,ATF02,Consumo intermedio,P2,Consumo intermedio,57,Azúcar,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f058,ATF02,Consumo intermedio,P2,Consumo intermedio,58,Otros productos alimenticios,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f059,ATF02,Consumo intermedio,P2,Consumo intermedio,59,Piscos y otros licores,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f060,ATF02,Consumo intermedio,P2,Consumo intermedio,60,Vinos,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f061,ATF02,Consumo intermedio,P2,Consumo intermedio,61,Cervezas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f062,ATF02,Consumo intermedio,P2,Consumo intermedio,62,Bebidas no alcohólicas,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f063,ATF02,Consumo intermedio,P2,Consumo intermedio,63,Productos de tabaco,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f064,ATF02,Consumo intermedio,P2,Consumo intermedio,64,Productos textiles,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f065,ATF02,Consumo intermedio,P2,Consumo intermedio,65,Prendas de vestir,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f066,ATF02,Consumo intermedio,P2,Consumo intermedio,66,Cueros y productos de cuero,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,1,Bioeconomía,2,No culturales,2,Resto productos
ut_f067,ATF02,Consumo intermedio,P2,Consumo intermedio,67,Calzado,2,"Productos alimenticios, bebidas y tabaco; textiles, prendas de vestir y productos de cuero",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f068,ATF02,Consumo intermedio,P2,Consumo intermedio,68,"Madera aserrada, cepillada y astillada",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f069,ATF02,Consumo intermedio,P2,Consumo intermedio,69,Tableros y madera prensada,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f070,ATF02,Consumo intermedio,P2,Consumo intermedio,70,Otros productos de madera,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f071,ATF02,Consumo intermedio,P2,Consumo intermedio,71,Celulosa,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f072,ATF02,Consumo intermedio,P2,Consumo intermedio,72,Papel periódico,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f073,ATF02,Consumo intermedio,P2,Consumo intermedio,73,Envases de papel y cartón,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f074,ATF02,Consumo intermedio,P2,Consumo intermedio,74,Productos tissue,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f075,ATF02,Consumo intermedio,P2,Consumo intermedio,75,Otros papeles y cartones,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f076,ATF02,Consumo intermedio,P2,Consumo intermedio,76,"Libros, diarios, revistas y otros impresos",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f077,ATF02,Consumo intermedio,P2,Consumo intermedio,77,Diésel,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f078,ATF02,Consumo intermedio,P2,Consumo intermedio,78,Gasolinas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f079,ATF02,Consumo intermedio,P2,Consumo intermedio,79,Kerosene,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f080,ATF02,Consumo intermedio,P2,Consumo intermedio,80,Aceites combustibles,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f081,ATF02,Consumo intermedio,P2,Consumo intermedio,81,Gas licuado y otros combustibles,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f082,ATF02,Consumo intermedio,P2,Consumo intermedio,82,Abonos y plaguicidas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f083,ATF02,Consumo intermedio,P2,Consumo intermedio,83,Oxido de molibdeno,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f084,ATF02,Consumo intermedio,P2,Consumo intermedio,84,Otros productos químicos básicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f085,ATF02,Consumo intermedio,P2,Consumo intermedio,85,Pinturas y barnices,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f086,ATF02,Consumo intermedio,P2,Consumo intermedio,86,Productos farmacéuticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f087,ATF02,Consumo intermedio,P2,Consumo intermedio,87,Productos de aseo y cosméticos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f088,ATF02,Consumo intermedio,P2,Consumo intermedio,88,Explosivos y detonadores,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f089,ATF02,Consumo intermedio,P2,Consumo intermedio,89,Otros productos químicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f090,ATF02,Consumo intermedio,P2,Consumo intermedio,90,Productos de caucho,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f091,ATF02,Consumo intermedio,P2,Consumo intermedio,91,Productos de plástico,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f092,ATF02,Consumo intermedio,P2,Consumo intermedio,92,Botellas de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f093,ATF02,Consumo intermedio,P2,Consumo intermedio,93,Otros productos de vidrio,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
